user_id,first_name,last_name,email,password,log_id,log_date,daily_calories,daily_proteins,daily_carbs,daily_fats,meal_id,meal_name,meal_time,meal_calories,meal_proteins,meal_carbs,meal_fats,item_id,nutritionix_food_id,food_name,item_calories,item_proteins,item_carbs,item_fats
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,15,Snack,02:21:31,422.57,16.10,26.63,5.79,156,17397,Black Beans,134.33,5.01,19.87,4.40
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,15,Snack,02:21:31,422.57,16.10,26.63,5.79,157,39791,Cottage Cheese,287.16,7.57,20.04,1.21
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,15,Snack,02:21:31,422.57,16.10,26.63,5.79,158,29147,Oatmeal,129.41,15.18,11.05,10.14
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,15,Snack,02:21:31,422.57,16.10,26.63,5.79,159,14941,Salmon,86.94,7.07,17.79,6.56
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,16,Dinner,14:57:05,593.40,35.20,54.03,8.37,160,62097,Spinach,173.73,5.82,28.05,9.57
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,16,Dinner,14:57:05,593.40,35.20,54.03,8.37,161,65181,Black Beans,131.69,10.76,29.77,9.09
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,16,Dinner,14:57:05,593.40,35.20,54.03,8.37,162,38508,Spinach,138.09,16.35,19.09,9.88
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,16,Dinner,14:57:05,593.40,35.20,54.03,8.37,163,81894,Turkey,88.96,19.68,24.93,9.44
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,16,Dinner,14:57:05,593.40,35.20,54.03,8.37,164,55802,Greek Yogurt,292.62,14.06,26.01,7.66
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,16,Dinner,14:57:05,593.40,35.20,54.03,8.37,165,82226,Salmon,166.72,5.88,29.39,7.94
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,16,Dinner,14:57:05,593.40,35.20,54.03,8.37,166,48532,Cottage Cheese,113.02,15.51,26.10,8.91
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,16,Dinner,14:57:05,593.40,35.20,54.03,8.37,167,52020,Turkey,85.91,18.04,19.12,13.42
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,16,Dinner,14:57:05,593.40,35.20,54.03,8.37,168,77354,Tuna,255.58,11.57,26.96,7.33
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,16,Dinner,14:57:05,593.40,35.20,54.03,8.37,169,50590,Tuna,170.07,12.34,15.07,13.81
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,17,Lunch,16:35:27,646.50,20.96,56.02,24.24,170,63302,Rice,245.84,16.01,8.14,7.70
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,17,Lunch,16:35:27,646.50,20.96,56.02,24.24,171,43842,Apple,200.83,15.72,10.54,12.24
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,17,Lunch,16:35:27,646.50,20.96,56.02,24.24,172,14027,Eggs,240.42,9.01,9.60,13.54
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,17,Lunch,16:35:27,646.50,20.96,56.02,24.24,173,22237,Broccoli,195.63,6.51,19.49,4.35
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,17,Lunch,16:35:27,646.50,20.96,56.02,24.24,174,32884,Turkey,205.88,3.91,19.43,12.57
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,17,Lunch,16:35:27,646.50,20.96,56.02,24.24,175,49761,Oatmeal,171.13,18.09,18.29,9.60
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,17,Lunch,16:35:27,646.50,20.96,56.02,24.24,176,39867,Eggs,197.45,17.02,7.49,5.26
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,17,Lunch,16:35:27,646.50,20.96,56.02,24.24,177,49872,Salmon,71.58,19.58,27.54,13.27
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,17,Lunch,16:35:27,646.50,20.96,56.02,24.24,178,77657,Salmon,136.03,6.54,20.82,9.20
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,17,Lunch,16:35:27,646.50,20.96,56.02,24.24,179,92006,Turkey,108.69,16.45,27.19,1.56
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,18,Breakfast,19:27:35,762.35,16.66,28.52,18.58,180,35478,Oatmeal,99.02,5.77,18.04,9.22
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,18,Breakfast,19:27:35,762.35,16.66,28.52,18.58,181,76789,Turkey,80.65,4.04,16.98,1.49
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,18,Breakfast,19:27:35,762.35,16.66,28.52,18.58,182,96784,Rice,63.69,10.26,26.00,1.94
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,18,Breakfast,19:27:35,762.35,16.66,28.52,18.58,183,95566,Banana,295.34,14.47,7.20,11.01
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,18,Breakfast,19:27:35,762.35,16.66,28.52,18.58,184,36347,Almonds,123.94,18.03,7.81,5.93
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,18,Breakfast,19:27:35,762.35,16.66,28.52,18.58,185,12576,Turkey,51.60,13.85,20.36,8.88
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,18,Breakfast,19:27:35,762.35,16.66,28.52,18.58,186,67316,Pasta,293.71,12.17,22.24,13.08
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,18,Breakfast,19:27:35,762.35,16.66,28.52,18.58,187,10157,Sweet Potato,234.94,13.49,17.28,12.24
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,18,Breakfast,19:27:35,762.35,16.66,28.52,18.58,188,17778,Broccoli,256.29,14.02,15.32,14.98
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,18,Breakfast,19:27:35,762.35,16.66,28.52,18.58,189,93668,Eggs,145.05,12.27,8.93,8.32
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,19,Dinner,00:12:25,712.79,33.10,30.78,6.85,190,16290,Salmon,104.17,9.04,26.28,7.53
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,19,Dinner,00:12:25,712.79,33.10,30.78,6.85,191,79435,Sweet Potato,103.42,5.18,29.26,3.36
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,19,Dinner,00:12:25,712.79,33.10,30.78,6.85,192,70310,Tuna,177.22,7.23,26.61,13.82
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,19,Dinner,00:12:25,712.79,33.10,30.78,6.85,193,29618,Spinach,220.21,6.07,16.71,11.90
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,19,Dinner,00:12:25,712.79,33.10,30.78,6.85,194,74835,Spinach,83.85,14.08,13.53,7.66
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,19,Dinner,00:12:25,712.79,33.10,30.78,6.85,195,63259,Almonds,233.24,15.17,7.01,11.60
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,19,Dinner,00:12:25,712.79,33.10,30.78,6.85,196,71308,Banana,99.75,18.29,16.05,2.06
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,19,Dinner,00:12:25,712.79,33.10,30.78,6.85,197,43738,Greek Yogurt,98.09,8.16,16.67,3.52
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,19,Dinner,00:12:25,712.79,33.10,30.78,6.85,198,25064,Eggs,55.96,4.35,14.64,8.01
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,1,2024-11-19,1869.60,171.52,261.75,68.22,19,Dinner,00:12:25,712.79,33.10,30.78,6.85,199,64429,Chicken Breast,57.12,15.79,16.29,1.13
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,20,Lunch,04:31:48,485.55,39.15,32.94,9.63,200,91171,Salmon,292.52,2.10,26.93,6.09
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,20,Lunch,04:31:48,485.55,39.15,32.94,9.63,201,52798,Black Beans,82.28,7.99,15.83,13.48
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,20,Lunch,04:31:48,485.55,39.15,32.94,9.63,202,86338,Rice,180.16,6.82,11.49,10.10
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,20,Lunch,04:31:48,485.55,39.15,32.94,9.63,203,95370,Greek Yogurt,108.42,4.61,28.54,5.70
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,20,Lunch,04:31:48,485.55,39.15,32.94,9.63,204,77358,Sweet Potato,134.62,10.38,24.67,14.64
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,20,Lunch,04:31:48,485.55,39.15,32.94,9.63,205,12823,Broccoli,60.71,11.17,12.84,3.58
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,20,Lunch,04:31:48,485.55,39.15,32.94,9.63,206,35455,Eggs,93.44,4.92,26.74,5.27
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,20,Lunch,04:31:48,485.55,39.15,32.94,9.63,207,97592,Eggs,50.61,4.57,29.16,5.10
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,20,Lunch,04:31:48,485.55,39.15,32.94,9.63,208,39387,Tuna,291.58,16.55,25.72,12.62
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,20,Lunch,04:31:48,485.55,39.15,32.94,9.63,209,40818,Greek Yogurt,158.05,4.42,7.12,7.84
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,21,Snack,06:01:04,265.77,37.51,22.57,12.91,210,29854,Salmon,148.64,14.30,19.43,10.71
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,21,Snack,06:01:04,265.77,37.51,22.57,12.91,211,82233,Banana,131.28,7.57,5.79,10.71
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,21,Snack,06:01:04,265.77,37.51,22.57,12.91,212,57270,Spinach,155.72,4.10,23.21,11.72
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,21,Snack,06:01:04,265.77,37.51,22.57,12.91,213,59519,Pasta,208.08,3.57,6.74,12.79
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,21,Snack,06:01:04,265.77,37.51,22.57,12.91,214,39726,Apple,95.50,7.99,14.96,1.46
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,21,Snack,06:01:04,265.77,37.51,22.57,12.91,215,64619,Greek Yogurt,117.26,10.61,7.78,9.26
1,Kathleen,Flores,fernandonielsen@example.net,62BGxlOc$W83,2,2024-11-18,2226.44,75.95,231.33,81.68,21,Snack,06:01:04,265.77,37.51,22.57,12.91,216,42546,Eggs,171.67,7.44,27.08,1.60
